DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
240122309,12/04/2024 12:00:00 AM,12/04/2024 12:00:00 AM,1020,01,Central,0121,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,59,F,B,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,200 N  FIGUEROA                     ST,,34.0601,-118.2502
240112126,05/30/2024 12:00:00 AM,05/30/2024 12:00:00 AM,1000,01,Central,0152,2,888,TRESPASSING,0910 1501,0,X,X,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
240115443,07/26/2024 12:00:00 AM,07/26/2024 12:00:00 AM,0700,01,Central,0119,2,888,TRESPASSING,0910,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240113260,06/23/2024 12:00:00 AM,06/23/2024 12:00:00 AM,0700,01,Central,0163,1,330,BURGLARY FROM VEHICLE,0344 1609 1307,27,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,800 S  SPRING                       ST,,34.0438,-118.2547
240113210,06/22/2024 12:00:00 AM,06/16/2024 12:00:00 AM,1829,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240108175,02/18/2024 12:00:00 AM,02/08/2024 12:00:00 AM,1740,01,Central,0185,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,51,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,900 S  BROADWAY,,34.0423,-118.2561
240110500,04/20/2024 12:00:00 AM,04/19/2024 12:00:00 AM,1815,01,Central,0182,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1100 S  GRAND                        AV,,34.0415,-118.262
240112146,05/31/2024 12:00:00 AM,05/27/2024 12:00:00 AM,2000,01,Central,0162,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300,71,F,H,110,FREEWAY,,,IC,Invest Cont,331,,,,400 W  8TH                          ST,,34.0445,-118.2558
240109094,03/15/2024 12:00:00 AM,03/13/2024 12:00:00 AM,1606,01,Central,0176,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822 0394,28,F,J,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,700    SANTEE                       ST,,34.0413,-118.2517
240119429,10/03/2024 12:00:00 AM,10/03/2024 12:00:00 AM,1200,01,Central,0191,2,910,KIDNAPPING,1300 1822 1310 1309 0329,69,M,B,108,PARKING LOT,307,VEHICLE,IC,Invest Cont,910,,,,1700 S  FIGUEROA                     ST,,34.0388,-118.2717
240107627,02/21/2024 12:00:00 AM,01/10/2024 12:00:00 AM,1200,01,Central,0153,2,354,THEFT OF IDENTITY,0928,80,M,W,201,JEWELRY STORE,,,IC,Invest Cont,354,,,,600 S  HILL                         ST,,34.0473,-118.2531
240111447,05/15/2024 12:00:00 AM,05/06/2024 12:00:00 AM,1130,01,Central,0166,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1817,52,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,500 E  7TH                          ST,,34.0421,-118.2469
240113986,07/03/2024 12:00:00 AM,07/03/2024 12:00:00 AM,0830,01,Central,0132,2,888,TRESPASSING,0910,0,M,O,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,100 S  FLOWER                       ST,,34.0552,-118.2511
240117439,08/22/2024 12:00:00 AM,08/22/2024 12:00:00 AM,1600,01,Central,0133,2,888,TRESPASSING,0910 1501,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,2ND                          ST,BROADWAY,34.0524,-118.2467
240120928,11/08/2024 12:00:00 AM,10/16/2024 12:00:00 AM,0240,01,Central,0176,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,30,M,C,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,800    SANTEE                       ST,,34.0401,-118.2533
240114280,06/24/2024 12:00:00 AM,06/23/2024 12:00:00 AM,2330,01,Central,0191,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,53,X,X,238,TELECOMMUNICATION FACILITY/LOCATION,,,IC,Invest Cont,740,,,,1400    WRIGHT                       ST,,34.0396,-118.2726
240107666,02/21/2024 12:00:00 AM,02/21/2024 12:00:00 AM,1830,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240111508,05/16/2024 12:00:00 AM,05/13/2024 12:00:00 AM,1135,01,Central,0174,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8TH                          ST,MAIN                         ST,34.0431,-118.2537
240105147,01/17/2024 12:00:00 AM,01/17/2024 12:00:00 AM,2200,01,Central,0157,2,624,BATTERY - SIMPLE ASSAULT,0446 0416 0417,52,M,H,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
240121207,11/15/2024 12:00:00 AM,11/15/2024 12:00:00 AM,0745,01,Central,0144,2,354,THEFT OF IDENTITY,0377 0922 0929,35,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,400 S  MAIN                         ST,,34.0478,-118.2484
240112824,06/13/2024 12:00:00 AM,06/03/2024 12:00:00 AM,1617,01,Central,0141,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,400 S  FIGUEROA                     ST,,34.0542,-118.2566
240116520,08/10/2024 12:00:00 AM,08/09/2024 12:00:00 AM,1905,01,Central,0131,1,330,BURGLARY FROM VEHICLE,0329 1307,62,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330,,,,900 W  2ND                          ST,,34.0566,-118.2531
240117192,08/19/2024 12:00:00 AM,08/19/2024 12:00:00 AM,0640,01,Central,0119,2,888,TRESPASSING,0910 1501,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240112204,06/02/2024 12:00:00 AM,06/01/2024 12:00:00 AM,1800,01,Central,0174,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 S  SPRING                       ST,,34.0445,-118.2523
240115987,08/03/2024 12:00:00 AM,08/01/2024 12:00:00 AM,1520,01,Central,0153,2,888,TRESPASSING,0910,0,X,X,902,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,888,,,,500 S  HILL                         ST,,34.0488,-118.2518
240108073,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,1000,01,Central,0165,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431 0913,61,F,H,203,OTHER BUSINESS,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,200 E  7TH                          ST,,34.0433,-118.2488
240110915,04/29/2024 12:00:00 AM,04/29/2024 12:00:00 AM,1245,01,Central,0135,1,761,BRANDISH WEAPON,0334 0400 0416 1814 0448,33,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",207,OTHER KNIFE,IC,Invest Cont,761,,,,100 E  3RD                          ST,,34.0495,-118.2459
240104555,01/08/2024 12:00:00 AM,01/08/2024 12:00:00 AM,2212,01,Central,0138,2,946,OTHER MISCELLANEOUS CRIME,1822 9999,0,X,X,101,STREET,,,IC,Invest Cont,946,,,,4TH                          ST,ALAMEDA,34.0433,-118.2381
240120431,10/26/2024 12:00:00 AM,10/25/2024 12:00:00 AM,1600,01,Central,0185,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,900 S  BROADWAY,,34.0423,-118.2561
240100570,02/19/2024 12:00:00 AM,02/19/2024 12:00:00 AM,1340,01,Central,0174,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0329 1100 1402 0450 1822 2004 2033,0,M,B,108,PARKING LOT,102,HAND GUN,AA,Adult Arrest,230,998,,,700 S  SPRING                       ST,,34.0445,-118.2523
240117517,08/24/2024 12:00:00 AM,08/24/2024 12:00:00 AM,1100,01,Central,0162,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,700 S  GRAND                        AV,,34.0473,-118.2566
240114315,07/09/2024 12:00:00 AM,07/08/2024 12:00:00 AM,1730,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,22,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240106903,02/10/2024 12:00:00 AM,02/02/2024 12:00:00 AM,1700,01,Central,0118,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1100 N  MAIN                         ST,,34.0633,-118.2336
240109806,03/31/2024 12:00:00 AM,03/30/2024 12:00:00 AM,2305,01,Central,0152,1,330,BURGLARY FROM VEHICLE,0344,31,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,600 S  OLIVE                        ST,,34.048,-118.2542
240117732,08/30/2024 12:00:00 AM,08/30/2024 12:00:00 AM,2200,01,Central,0182,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,1200 S  FIGUEROA                     ST,,34.0419,-118.2669
240107519,02/19/2024 12:00:00 AM,02/10/2024 12:00:00 AM,1330,01,Central,0185,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 1822 0344,41,F,O,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420,,,,900 S  BROADWAY,,34.0423,-118.2561
240105215,01/18/2024 12:00:00 AM,01/16/2024 12:00:00 AM,1930,01,Central,0162,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329 0352,46,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,700 S  HOPE                         ST,,34.048,-118.2577
240121282,10/27/2024 12:00:00 AM,10/27/2024 12:00:00 AM,0100,01,Central,0138,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307,44,M,H,740,OTHER PLACE OF WORSHIP,,,IC,Invest Cont,330,,,,500 E  3RD                          ST,,34.0463,-118.2402
240111155,05/07/2024 12:00:00 AM,05/05/2024 12:00:00 AM,1330,01,Central,0134,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,47,F,H,402,MARKET,,,IC,Invest Cont,440,,,,300 S  BROADWAY,,34.051,-118.248
240117560,08/25/2024 12:00:00 AM,08/25/2024 12:00:00 AM,1035,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0910 1501,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240107928,02/25/2024 12:00:00 AM,02/25/2024 12:00:00 AM,1200,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240121240,11/16/2024 12:00:00 AM,11/15/2024 12:00:00 AM,1620,01,Central,0165,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,37,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,600 S  LOS ANGELES                  ST,,34.0446,-118.249
240106605,02/06/2024 12:00:00 AM,02/06/2024 12:00:00 AM,0040,01,Central,0119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0910 0344 0448,63,M,W,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,440,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240108457,03/04/2024 12:00:00 AM,03/03/2024 12:00:00 AM,1935,01,Central,0185,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,60,M,W,722,COLLEGE/JUNIOR COLLEGE/UNIVERSITY,,,IC,Invest Cont,740,,,,1100 S  BROADWAY,,34.0396,-118.259
240117059,08/17/2024 12:00:00 AM,08/17/2024 12:00:00 AM,2330,01,Central,0132,2,888,TRESPASSING,0910,0,M,O,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240111342,05/12/2024 12:00:00 AM,05/11/2024 12:00:00 AM,1900,01,Central,0162,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",0344 1803,33,M,H,406,OTHER STORE,,,IC,Invest Cont,670,,,,700 W  7TH                          ST,,34.048,-118.2577
240106830,02/09/2024 12:00:00 AM,02/09/2024 12:00:00 AM,0820,01,Central,0132,2,888,TRESPASSING,0910 1501,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240118911,09/24/2024 12:00:00 AM,06/15/2024 12:00:00 AM,2359,01,Central,0155,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2004 1501,0,M,O,726,POLICE FACILITY,,,IC,Invest Cont,845,,,,200 E  6TH                          ST,,34.0448,-118.2474
240106854,02/09/2024 12:00:00 AM,02/09/2024 12:00:00 AM,0810,01,Central,0132,2,888,TRESPASSING,0910,0,X,X,135,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240116504,08/10/2024 12:00:00 AM,08/10/2024 12:00:00 AM,0845,01,Central,0119,2,888,TRESPASSING,0910 2004,0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240122732,11/28/2024 12:00:00 AM,11/28/2024 12:00:00 AM,0343,01,Central,0171,1,330,BURGLARY FROM VEHICLE,0344,38,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,900    GEORGIA                      ST,,34.0475,-118.2657
240108912,03/12/2024 12:00:00 AM,03/05/2024 12:00:00 AM,0600,01,Central,0124,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1501 0329,0,X,X,101,STREET,,,IC,Invest Cont,745,,,,100 W  1ST                          ST,,34.0522,-118.2434
240107681,02/22/2024 12:00:00 AM,02/21/2024 12:00:00 AM,1800,01,Central,0129,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1309 0329 1822,38,M,W,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,745,,,,500 E  TEMPLE                       ST,,34.0504,-118.2358
240116202,08/06/2024 12:00:00 AM,08/05/2024 12:00:00 AM,1205,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 1822,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240104862,01/13/2024 12:00:00 AM,01/13/2024 12:00:00 AM,1544,01,Central,0122,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 1313 0602 0919 1310 1309 1822 0444 0431,24,M,H,101,STREET,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,JUDGE JOHN A,TEMPLE,34.0572,-118.2481
240108988,03/13/2024 12:00:00 AM,03/13/2024 12:00:00 AM,0605,01,Central,0119,2,888,TRESPASSING,1501 0910,0,M,O,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240113546,06/27/2024 12:00:00 AM,06/27/2024 12:00:00 AM,0600,01,Central,0119,2,888,TRESPASSING,0910,0,X,X,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240114047,07/04/2024 12:00:00 AM,07/04/2024 12:00:00 AM,1330,01,Central,0182,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,31,F,C,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1000 S  HOPE                         ST,,34.0437,-118.2617
240118103,09/07/2024 12:00:00 AM,09/07/2024 12:00:00 AM,0740,01,Central,0132,2,888,TRESPASSING,0910,0,X,X,901,MTA - RED LINE - CIVIC CENTER/GRAND PARK,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
240114916,07/18/2024 12:00:00 AM,07/18/2024 12:00:00 AM,1320,01,Central,0159,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2014,73,M,W,114,TAXI,,,IC,Invest Cont,440,,,,400 S  HEWITT                       ST,,34.0436,-118.2354
240122428,12/10/2024 12:00:00 AM,12/06/2024 12:00:00 AM,0715,01,Central,0143,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,52,M,C,717,HEALTH SPA/GYM,,,IC,Invest Cont,440,,,,400 S  BROADWAY,,34.0495,-118.2494
240113713,06/30/2024 12:00:00 AM,06/28/2024 12:00:00 AM,1230,01,Central,0158,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1200    INDUSTRIAL                   ST,,34.0382,-118.2417
240122253,12/07/2024 12:00:00 AM,12/06/2024 12:00:00 AM,1500,01,Central,0163,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,36,F,W,412,"ELECTRONICS STORE (IE:RADIO SHACK, ETC.)",,,IC,Invest Cont,341,,,,800 S  BROADWAY,,34.0437,-118.2547
240106042,01/29/2024 12:00:00 AM,01/26/2024 12:00:00 AM,2100,01,Central,0176,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1814 0913 0408 0381 1309 0421 1218 2004,30,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,236,,,,7TH                          ST,SAN JULIAN                   ST,34.0412,-118.2474
240118697,09/19/2024 12:00:00 AM,09/11/2024 12:00:00 AM,1257,01,Central,0164,2,354,THEFT OF IDENTITY,0377 1822,54,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,600 S  MAIN                         ST,,34.0453,-118.2499
240119836,10/11/2024 12:00:00 AM,10/11/2024 12:00:00 AM,1523,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325,0,X,X,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240112819,06/13/2024 12:00:00 AM,06/13/2024 12:00:00 AM,1500,01,Central,0152,2,888,TRESPASSING,0910,0,M,O,903,MTA - RED LINE - 7TH AND METRO CENTER,,,IC,Invest Cont,888,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
240117840,09/02/2024 12:00:00 AM,09/02/2024 12:00:00 AM,0112,01,Central,0138,1,310,BURGLARY,0344 1609 0329,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,300 S  LOS ANGELES                  ST,,34.0485,-118.2448
240121228,11/15/2024 12:00:00 AM,11/15/2024 12:00:00 AM,1800,01,Central,0119,2,625,OTHER ASSAULT,0400 0416,35,M,H,834,LA UNION STATION (NOT LINE SPECIFIC),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240108635,03/06/2024 12:00:00 AM,02/01/2024 12:00:00 AM,0001,01,Central,0139,1,510,VEHICLE - STOLEN,0329,76,F,O,108,PARKING LOT,,,IC,Invest Cont,510,,,,3RD,ALAMEDA,34.0455,-118.2381
240110670,04/24/2024 12:00:00 AM,03/25/2024 12:00:00 AM,2233,01,Central,0182,1,330,BURGLARY FROM VEHICLE,1307 0344 0329,52,F,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,900 S  FLOWER                       ST,,34.0458,-118.2614
240117522,08/25/2024 12:00:00 AM,08/24/2024 12:00:00 AM,2120,01,Central,0162,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,700 S  HOPE                         ST,,34.048,-118.2577
240105818,01/26/2024 12:00:00 AM,01/26/2024 12:00:00 AM,1600,01,Central,0161,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344 1402,34,M,H,404,DEPARTMENT STORE,,,AA,Adult Arrest,343,998,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240108824,03/09/2024 12:00:00 AM,03/08/2024 12:00:00 AM,1800,01,Central,0166,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,34,M,B,406,OTHER STORE,,,IC,Invest Cont,341,,,,400 E  7TH                          ST,,34.0421,-118.2469
240105864,01/26/2024 12:00:00 AM,01/26/2024 12:00:00 AM,1450,01,Central,0138,2,624,BATTERY - SIMPLE ASSAULT,0305 0416 1822 2033,37,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,300    CROCKER                      ST,,34.0463,-118.2402
240115798,07/31/2024 12:00:00 AM,07/31/2024 12:00:00 AM,1930,01,Central,0185,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307,36,F,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,900 S  BROADWAY,,34.0423,-118.2561
240113826,07/01/2024 12:00:00 AM,05/09/2024 12:00:00 AM,1030,01,Central,0143,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2041 1906,37,F,I,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,400 S  SPRING                       ST,,34.0488,-118.25
240119592,10/06/2024 12:00:00 AM,10/05/2024 12:00:00 AM,2200,01,Central,0138,1,330,BURGLARY FROM VEHICLE,0344 1307,25,F,C,402,MARKET,,,IC,Invest Cont,330,,,,400 E  2ND                          ST,,34.0475,-118.239
240110630,03/15/2024 12:00:00 AM,03/15/2024 12:00:00 AM,0100,01,Central,0185,1,352,PICKPOCKET,0344,23,F,H,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,352,,,,1000 S  HILL                         ST,,34.0417,-118.2584
240122141,12/05/2024 12:00:00 AM,11/30/2024 12:00:00 AM,0600,01,Central,0118,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,200    LEROY                        ST,,34.0643,-118.2286
240115188,07/23/2024 12:00:00 AM,06/16/2024 12:00:00 AM,1730,01,Central,0124,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,101,STREET,,,IC,Invest Cont,522,,,,7TH,OLIVE,34.0525,-118.2432
240112230,06/02/2024 12:00:00 AM,06/02/2024 12:00:00 AM,1401,01,Central,0161,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0344 0329 1609 1307,37,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1000 W  8TH                          ST,,34.0487,-118.2627
240106671,02/07/2024 12:00:00 AM,02/07/2024 12:00:00 AM,0300,01,Central,0156,1,761,BRANDISH WEAPON,0319 0334 0421 0361 0913 1218 2004 0603 2033,72,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,,,,300 E  5TH                          ST,,34.0449,-118.2458
240120795,11/05/2024 12:00:00 AM,11/04/2024 12:00:00 AM,0500,01,Central,0162,2,354,THEFT OF IDENTITY,0930 0922 0929,37,F,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,700 S  GRAND                        AV,,34.0473,-118.2566
240117564,08/25/2024 12:00:00 AM,08/25/2024 12:00:00 AM,2240,01,Central,0192,2,624,BATTERY - SIMPLE ASSAULT,0400 0416,34,F,W,701,HOSPITAL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1300 S  HOPE                         ST,,34.0395,-118.2657
240108762,03/09/2024 12:00:00 AM,03/09/2024 12:00:00 AM,2000,01,Central,0163,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,9TH                          ST,HILL                         ST,34.043,-118.2571
240119906,10/13/2024 12:00:00 AM,10/13/2024 12:00:00 AM,0650,01,Central,0119,2,888,TRESPASSING,0910,0,M,O,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  VIGNES                       ST,,34.0559,-118.232
240118247,09/09/2024 12:00:00 AM,09/08/2024 12:00:00 AM,0832,01,Central,0162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2004,30,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740,,,,800 S  FLOWER                       ST,,34.0473,-118.2601
240110331,04/15/2024 12:00:00 AM,04/14/2024 12:00:00 AM,1236,01,Central,0161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,22,M,H,405,CLOTHING STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
240108503,03/04/2024 12:00:00 AM,03/03/2024 12:00:00 AM,1300,01,Central,0185,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1501 2000 1601 1300 1814 0444,29,F,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,11TH                         ST,SANTEE                       ST,34.0378,-118.2561
240113599,06/28/2024 12:00:00 AM,06/28/2024 12:00:00 AM,0615,01,Central,0119,2,888,TRESPASSING,0910,0,X,X,900,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
240119524,10/03/2024 12:00:00 AM,08/26/2024 12:00:00 AM,1030,01,Central,0143,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,30,M,A,507,CONDOMINIUM/TOWNHOUSE,,,IC,Invest Cont,440,,,,400 S  BROADWAY,,34.0495,-118.2494
240109431,03/23/2024 12:00:00 AM,03/23/2024 12:00:00 AM,1800,01,Central,0163,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,800 S  HILL                         ST,,34.0445,-118.2558
